"","roomType","city","long","lat","price"
"2104","Entire home/apt","Boston",-71.089269,42.346187,159
"2105","Entire home/apt","Boston",-71.095032,42.341695,165
"2106","Entire home/apt","Boston",-71.094718,42.346093,170
"2107","Entire home/apt","Boston",-71.089319,42.347782,175
"2108","Entire home/apt","Boston",-71.096658,42.342745,175
"2109","Entire home/apt","Boston",-71.091323,42.351271,175
"2110","Private room","Boston",-71.099571,42.346261,175
"2111","Entire home/apt","Boston",-71.095729,42.342974,175
"2112","Private room","Boston",-71.093998,42.34514,175
"2113","Entire home/apt","Boston",-71.089717,42.345983,175
"2114","Entire home/apt","Boston",-71.096221,42.34341,175
"2115","Private room","Boston",-71.099772,42.346746,175
"2116","Entire home/apt","Boston",-71.094771,42.343561,179
"2117","Entire home/apt","Boston",-71.095959,42.348349,179
"2118","Entire home/apt","Boston",-71.08739,42.341807,180
"2119","Entire home/apt","Boston",-71.09318,42.346176,180
"2120","Entire home/apt","Boston",-71.086726,42.344256,180
"2121","Entire home/apt","Boston",-71.08654,42.342749,180
"2122","Entire home/apt","Boston",-71.090051,42.346341,180
"2123","Entire home/apt","Boston",-71.088289,42.340861,180
"2124","Entire home/apt","Boston",-71.095029,42.345361,185
"2125","Entire home/apt","Boston",-71.097353,42.345126,189
"2126","Entire home/apt","Boston",-71.087541,42.343901,190
"2127","Private room","Boston",-71.088504,42.346214,190
"2128","Entire home/apt","Boston",-71.102304,42.341911,195
"2129","Entire home/apt","Boston",-71.09299,42.347153,198
"2130","Entire home/apt","Boston",-71.100172,42.339383,198
"2131","Entire home/apt","Boston",-71.094254,42.349735,199
"2132","Entire home/apt","Boston",-71.087995,42.345005,200
"2133","Entire home/apt","Boston",-71.0929,42.350451,200
"2134","Entire home/apt","Boston",-71.085742,42.34316,200
"2135","Entire home/apt","Boston",-71.103799,42.343696,200
"2136","Entire home/apt","Boston",-71.095475,42.342803,200
"2137","Entire home/apt","Boston",-71.094165,42.351178,200
"2138","Private room","Boston",-71.0946,42.349779,200
"2139","Private room","Boston",-71.095381,42.35041,200
"2140","Private room","Boston",-71.093819,42.348512,200
"2141","Entire home/apt","Boston",-71.090181,42.346172,200
"2142","Entire home/apt","Boston",-71.096043,42.34904,200
"2143","Entire home/apt","Boston",-71.087063,42.345607,210
"2144","Entire home/apt","Boston",-71.089471,42.342802,219
"2145","Entire home/apt","Boston",-71.088446,42.3437,220
"2146","Entire home/apt","Boston",-71.098528,42.346686,225
"2147","Entire home/apt","Boston",-71.094949,42.343804,225
"2148","Entire home/apt","Boston",-71.087594,42.34404,245
"2149","Entire home/apt","Boston",-71.088016,42.345829,250
"2150","Entire home/apt","Boston",-71.088389,42.344988,250
"2151","Entire home/apt","Boston",-71.10498,42.344428,250
"2152","Entire home/apt","Boston",-71.098313,42.347487,250
"2153","Entire home/apt","Boston",-71.093219,42.34962,250
"2154","Entire home/apt","Boston",-71.098708,42.343371,255
"2155","Entire home/apt","Boston",-71.098693,42.344892,255
"2156","Entire home/apt","Boston",-71.08619,42.34235,259
"2157","Entire home/apt","Boston",-71.098185,42.344313,259
"2158","Private room","Boston",-71.098724,42.345009,259
"2159","Entire home/apt","Boston",-71.099166,42.344324,259
"2160","Entire home/apt","Boston",-71.103406,42.346455,260
"2161","Private room","Boston",-71.08806,42.346346,260
"2162","Entire home/apt","Boston",-71.097841,42.34503,265
"2163","Entire home/apt","Boston",-71.094958,42.344625,269
"2164","Entire home/apt","Boston",-71.098309,42.343944,270
"2165","Entire home/apt","Boston",-71.104263,42.34504,275
"2166","Entire home/apt","Boston",-71.098861,42.34987,279
"2167","Entire home/apt","Boston",-71.100383,42.343471,284
"2168","Entire home/apt","Boston",-71.102384,42.34349,284
"2169","Entire home/apt","Boston",-71.092953,42.350421,285
"2170","Entire home/apt","Boston",-71.094363,42.348004,289
"2171","Entire home/apt","Boston",-71.094398,42.349063,290
"2172","Entire home/apt","Boston",-71.088507,42.343001,290
"2173","Private room","Boston",-71.098254,42.343348,295
"2174","Entire home/apt","Boston",-71.100702,42.344846,299
"2175","Entire home/apt","Boston",-71.088214,42.34663,300
"2176","Entire home/apt","Boston",-71.08692,42.343356,300
"2177","Entire home/apt","Boston",-71.097201,42.343922,309
"2178","Entire home/apt","Boston",-71.097784,42.343357,309
"2179","Entire home/apt","Boston",-71.097928,42.343624,329
"2180","Entire home/apt","Boston",-71.100608,42.343034,329
"2181","Entire home/apt","Boston",-71.098815,42.344011,329
"2182","Entire home/apt","Boston",-71.100439,42.34466,339
"2183","Entire home/apt","Boston",-71.1026,42.344865,345
"2184","Entire home/apt","Boston",-71.100163,42.343299,350
"2185","Entire home/apt","Boston",-71.100497,42.345171,350
"2186","Entire home/apt","Boston",-71.101059,42.343396,350
"2187","Entire home/apt","Boston",-71.100097,42.344724,350
"2188","Entire home/apt","Boston",-71.100635,42.343458,350
"2189","Entire home/apt","Boston",-71.098486,42.343543,350
"2190","Entire home/apt","Boston",-71.100063,42.344835,350
"2191","Entire home/apt","Boston",-71.100617,42.343265,350
"2192","Entire home/apt","Boston",-71.102514,42.342967,389
"2193","Entire home/apt","Boston",-71.101668,42.343453,399
"2194","Entire home/apt","Boston",-71.106842,42.34535,400
"2195","Entire home/apt","Boston",-71.094239,42.350283,400
"2196","Entire home/apt","Boston",-71.104652,42.345668,475
"2197","Entire home/apt","Boston",-71.099812,42.342971,479
"2198","Entire home/apt","Boston",-71.100095,42.344922,489
"2199","Entire home/apt","Boston",-71.100976,42.344332,499
"2200","Entire home/apt","Boston",-71.097963,42.343873,500
"2201","Entire home/apt","Boston",-71.096203,42.346191,500
"2202","Entire home/apt","Boston",-71.099808,42.344572,589
"2203","Entire home/apt","Boston",-71.101725,42.345062,589
"2204","Entire home/apt","Boston",-71.102041,42.3445,599
"2205","Entire home/apt","Boston",-71.101489,42.343305,599
"2206","Entire home/apt","Boston",-71.100353,42.343753,615
"2207","Entire home/apt","Boston",-71.099108,42.348204,900
"2208","Private room","Boston",-71.087056,42.3464,1372
"2209","Private room","Boston",-71.057547,42.353005,128
"2210","Entire home/apt","Boston",-71.054558,42.35858,200
"2211","Entire home/apt","Boston",-71.054558,42.358138,225
"2212","Private room","Boston",-71.053297,42.358568,300
"2213","Entire home/apt","Boston",-71.053431,42.357384,900
"2214","Private room","Cambridge",-71.118041,42.3862,150
"2215","Entire home/apt","Boston",-71.095823,42.326651,89
"2216","Private room","Cambridge",-71.111198,42.367884,125
"2217","Private room","Cambridge",-71.106533,42.36536,225
"2218","Entire home/apt","Boston",-71.054078,42.362642,300
"2219","Private room","Cambridge",-71.124272,42.379276,106
"2220","Entire home/apt","Boston",-71.079255,42.345067,239
"2221","Entire home/apt","Boston",-71.078029,42.344999,259
"2222","Entire home/apt","Boston",-71.079307,42.344609,349
"2223","Entire home/apt","Boston",-71.079491,42.345003,350
"2224","Entire home/apt","Boston",-71.077774,42.344849,350
"2225","Entire home/apt","Boston",-71.078017,42.344996,350
"2226","Entire home/apt","Boston",-71.079917,42.346026,350
"2227","Private room","Boston",-71.047263,42.331459,78
"2228","Private room","Brookline",-71.15628,42.300544,50
"2229","Entire home/apt","Cambridge",-71.075716,42.370228,275
"2230","Entire home/apt","Boston",-71.117937,42.308142,95
"2231","Entire home/apt","Boston",-71.053227,42.367827,225
"2232","Private room","Cambridge",-71.083344,42.371063,70
"2233","Entire home/apt","Boston",-71.133634,42.348434,110
"2234","Entire home/apt","Boston",-71.060502,42.359757,175
"2235","Entire home/apt","Boston",-71.058218,42.363426,250
"2236","Entire home/apt","Boston",-71.051854,42.311371,150
"2237","Entire home/apt","Boston",-71.063546,42.376768,150
"2238","Private room","Somerville",-71.118076,42.398636,110
"2239","Entire home/apt","Somerville",-71.116534,42.39845,200
"2240","Private room","Somerville",-71.09438,42.383142,90
"2241","Private room","Roxbury Crossing",-71.084783,42.33721,65
"2242","Entire home/apt","Boston",-71.065724,42.361595,160
"2243","Private room","Boston",-71.063563,42.35978,110
"2244","Shared room","Cambridge",-71.11264,42.372049,55
"2245","Private room","Cambridge",-71.114555,42.371915,65
"2246","Private room","Cambridge",-71.113859,42.368279,69
"2247","Private room","Cambridge",-71.122376,42.37681,75
"2248","Private room","Cambridge",-71.114918,42.371891,75
"2249","Private room","Cambridge",-71.115718,42.371489,75
"2250","Private room","Cambridge",-71.116128,42.369349,75
"2251","Private room","Cambridge",-71.113087,42.368859,85
"2252","Private room","Cambridge",-71.113001,42.368245,85
"2253","Private room","Cambridge",-71.119173,42.376664,90
"2254","Private room","Cambridge",-71.126965,42.374865,90
"2255","Shared room","Cambridge",-71.121587,42.379417,94
"2256","Private room","Cambridge",-71.12111,42.379062,95
"2257","Private room","Cambridge",-71.112037,42.372355,100
"2258","Private room","Cambridge",-71.120029,42.377952,100
"2259","Private room","Cambridge",-71.124251,42.37942,106
"2260","Private room","Cambridge",-71.114848,42.37299,110
"2261","Entire home/apt","Cambridge",-71.121813,42.376591,110
"2262","Private room","Cambridge",-71.114029,42.370849,115
"2263","Entire home/apt","Cambridge",-71.122149,42.378671,122
"2264","Private room","Cambridge",-71.119427,42.379308,128
"2265","Entire home/apt","Cambridge",-71.121024,42.378742,129
"2266","Private room","Cambridge",-71.123154,42.379077,129
"2267","Entire home/apt","Cambridge",-71.111603,42.376126,135
"2268","Entire home/apt","Cambridge",-71.118766,42.373588,149
"2269","Entire home/apt","Cambridge",-71.12164,42.380397,149
"2270","Entire home/apt","Cambridge",-71.123326,42.372242,149
"2271","Private room","Cambridge",-71.115765,42.371606,149
"2272","Private room","Cambridge",-71.113255,42.369207,150
"2273","Entire home/apt","Cambridge",-71.113287,42.375951,150
"2274","Entire home/apt","Cambridge",-71.1123,42.371625,150
"2275","Private room","Cambridge",-71.121151,42.377123,150
"2276","Private room","Cambridge",-71.11521,42.371229,155
"2277","Entire home/apt","Cambridge",-71.114163,42.372169,159
"2278","Entire home/apt","Cambridge",-71.113641,42.369995,159
"2279","Entire home/apt","Cambridge",-71.114732,42.376081,160
"2280","Entire home/apt","Cambridge",-71.112294,42.376356,168
"2281","Entire home/apt","Cambridge",-71.118916,42.377287,169
"2282","Private room","Cambridge",-71.114661,42.371207,170
"2283","Entire home/apt","Cambridge",-71.114533,42.37217,170
"2284","Entire home/apt","Cambridge",-71.109623,42.376059,175
"2285","Entire home/apt","Cambridge",-71.111466,42.3764,175
"2286","Entire home/apt","Cambridge",-71.109373,42.378155,180
"2287","Entire home/apt","Cambridge",-71.118518,42.374591,180
"2288","Entire home/apt","Cambridge",-71.125113,42.373705,185
"2289","Private room","Cambridge",-71.11573,42.36998,187
"2290","Entire home/apt","Cambridge",-71.115527,42.371906,189
"2291","Entire home/apt","Cambridge",-71.111803,42.377555,189
"2292","Private room","Cambridge",-71.113602,42.37257,189
"2293","Entire home/apt","Cambridge",-71.11317,42.373362,190
"2294","Entire home/apt","Cambridge",-71.115599,42.372289,195
"2295","Entire home/apt","Cambridge",-71.124096,42.377407,196
"2296","Entire home/apt","Cambridge",-71.114023,42.370828,199
"2297","Entire home/apt","Cambridge",-71.114662,42.371095,200
"2298","Entire home/apt","Cambridge",-71.121501,42.377071,200
"2299","Entire home/apt","Cambridge",-71.120112,42.377119,200
"2300","Entire home/apt","Cambridge",-71.115689,42.371895,200
"2301","Entire home/apt","Cambridge",-71.112143,42.374569,200
"2302","Entire home/apt","Cambridge",-71.120911,42.377522,200
"2303","Entire home/apt","Cambridge",-71.122079,42.376492,220
"2304","Entire home/apt","Cambridge",-71.119629,42.377692,231
"2305","Entire home/apt","Cambridge",-71.115657,42.369748,240
"2306","Entire home/apt","Cambridge",-71.112735,42.371145,249
"2307","Entire home/apt","Cambridge",-71.115556,42.372314,250
"2308","Entire home/apt","Cambridge",-71.121291,42.379019,250
"2309","Entire home/apt","Cambridge",-71.125691,42.374762,250
"2310","Entire home/apt","Cambridge",-71.123971,42.373897,250
"2311","Entire home/apt","Cambridge",-71.121059,42.377247,250
"2312","Entire home/apt","Cambridge",-71.115571,42.37132,260
"2313","Entire home/apt","Cambridge",-71.113914,42.371951,266
"2314","Entire home/apt","Cambridge",-71.127197,42.372977,275
"2315","Entire home/apt","Cambridge",-71.115282,42.369273,280
"2316","Entire home/apt","Cambridge",-71.124781,42.377319,285
"2317","Entire home/apt","Cambridge",-71.113812,42.373585,299
"2318","Entire home/apt","Cambridge",-71.114888,42.372014,299
"2319","Entire home/apt","Cambridge",-71.114261,42.371451,300
"2320","Entire home/apt","Cambridge",-71.125511,42.373021,300
"2321","Entire home/apt","Cambridge",-71.119522,42.377402,329
"2322","Entire home/apt","Cambridge",-71.1132,42.373952,330
"2323","Entire home/apt","Cambridge",-71.122083,42.373788,350
"2324","Entire home/apt","Cambridge",-71.123893,42.376478,500
"2325","Private room","Mid-Cambridge",-71.114931,42.381169,175
"2326","Private room","Cambridge",-71.112113,42.372092,150
"2327","Private room","Boston",-71.088699,42.346614,110
"2328","Private room","Boston",-71.108504,42.327534,60
"2329","Entire home/apt","Boston",-71.054089,42.367726,250
"2330","Private room","Boston",-71.054352,42.367695,85
"2331","Shared room","Medford",-71.093975,42.427392,35
"2332","Private room","Medford",-71.095071,42.427915,50
"2333","Private room","Medford",-71.098409,42.422314,40
"2334","Private room","Medford",-71.095903,42.430144,45
"2335","Private room","Medford",-71.093577,42.42763,45
"2336","Private room","Medford",-71.096733,42.430451,50
"2337","Private room","Brookline",-71.118208,42.330206,70
"2338","Private room","Medford",-71.12833,42.423251,75
"2339","Private room","Medford",-71.127095,42.421361,75
"2340","Private room","Chelsea",-71.028987,42.38868,45
"2341","Entire home/apt","Watertown",-71.161215,42.375269,175
"2342","Private room","Boston",-71.158279,42.355954,80
"2343","Entire home/apt","Boston",-71.157904,42.354048,120
"2344","Private room","Boston",-71.161621,42.352656,80
"2345","Entire home/apt","Boston",-71.161411,42.351261,125
"2346","Private room","Boston",-71.130692,42.360616,65
"2347","Entire home/apt","Cambridge",-71.151198,42.375769,598
"2348","Entire home/apt","Boston",-71.126683,42.360991,299
"2349","Private room","Boston",-71.051903,42.311112,49
"2350","Private room","Boston",-71.09366,42.339777,88
"2351","Entire home/apt","Boston",-71.106529,42.334267,100
"2352","Private room","Boston",-71.131514,42.235969,41
"2353","Private room","Boston",-71.10242,42.266928,50
"2354","Private room","Boston",-71.117864,42.244045,55
"2355","Private room","Boston",-71.116479,42.244563,80
"2356","Entire home/apt","Boston",-71.126703,42.255529,200
"2357","Entire home/apt","Boston",-71.113866,42.262247,250
"2358","Entire home/apt","Boston",-71.127367,42.254864,262
"2359","Entire home/apt","Boston",-71.119888,42.261183,269
"2360","Entire home/apt","Boston",-71.117977,42.26138,269
"2361","Private room","Boston",-71.05521,42.35796,160
"2362","Entire home/apt","Boston",-71.055233,42.359811,180
"2363","Entire home/apt","Boston",-71.066672,42.360873,99
"2364","Entire home/apt","Cambridge",-71.110412,42.375929,120
"2365","Private room","Boston",-71.101878,42.311809,45
"2366","Private room","Boston",-71.101858,42.307539,45
"2367","Private room","Boston",-71.112591,42.296837,48
"2368","Private room","Boston",-71.104399,42.31263,50
"2369","Private room","Boston",-71.10551,42.32162,50
"2370","Private room","Boston",-71.099738,42.314083,50
"2371","Private room","Boston",-71.106764,42.321415,55
"2372","Private room","Boston",-71.10132,42.308411,55
"2373","Private room","Boston",-71.113025,42.316912,55
"2374","Private room","Boston",-71.107561,42.322253,55
"2375","Shared room","Boston",-71.111521,42.313341,56
"2376","Private room","Boston",-71.099825,42.307355,59
"2377","Private room","Boston",-71.114354,42.309063,60
"2378","Private room","Boston",-71.113246,42.319265,60
"2379","Private room","Boston",-71.108754,42.323194,61
"2380","Private room","Boston",-71.114135,42.298124,61
"2381","Private room","Boston",-71.112617,42.296878,65
"2382","Private room","Boston",-71.111016,42.296668,65
"2383","Private room","Boston",-71.111019,42.297916,65
"2384","Private room","Boston",-71.10594,42.320023,65
"2385","Private room","Boston",-71.099707,42.312186,67
"2386","Private room","Boston",-71.111053,42.296384,68
"2387","Private room","Boston",-71.101764,42.310009,69
"2388","Private room","Boston",-71.1093,42.307948,69
"2389","Private room","Boston",-71.11355,42.295549,70
"2390","Private room","Boston",-71.114692,42.296709,70
"2391","Private room","Boston",-71.116422,42.290503,70
"2392","Private room","Boston",-71.113676,42.305577,70
"2393","Private room","Boston",-71.114498,42.322818,70
"2394","Private room","Boston",-71.108633,42.300757,70
"2395","Private room","Boston",-71.107843,42.31258,70
"2396","Private room","Boston",-71.098212,42.313624,70
"2397","Private room","Boston",-71.10966,42.317134,71
"2398","Entire home/apt","Boston",-71.10626,42.325214,75
"2399","Entire home/apt","Boston",-71.114896,42.309685,75
"2400","Private room","Boston",-71.112142,42.312766,75
"2401","Private room","Boston",-71.100031,42.317387,75
"2402","Private room","Boston",-71.108722,42.302678,75
"2403","Entire home/apt","Boston",-71.11568,42.317434,75
"2404","Private room","Boston",-71.119945,42.294442,75
"2405","Private room","Boston",-71.118638,42.295095,75
"2406","Private room","Boston",-71.119416,42.295587,75
"2407","Private room","Boston",-71.120713,42.293535,75
"2408","Private room","Boston",-71.110463,42.306538,75
"2409","Private room","Boston",-71.101564,42.308661,75
"2410","Private room","Boston",-71.109538,42.306018,75
"2411","Private room","Boston",-71.106358,42.311398,75
"2412","Private room","Boston",-71.117321,42.310455,75
"2413","Private room","Boston",-71.116221,42.307975,75
"2414","Private room","Boston",-71.113472,42.305095,75
"2415","Private room","Boston",-71.10857,42.325269,75
"2416","Private room","Boston",-71.101005,42.318477,75
"2417","Private room","Boston",-71.110267,42.29858,77
"2418","Private room","Boston",-71.112789,42.314205,77
"2419","Private room","Boston",-71.113262,42.303503,78
"2420","Private room","Boston",-71.104839,42.313427,79
"2421","Private room","Boston",-71.13463,42.307574,79
"2422","Private room","Boston",-71.11178,42.299588,79
"2423","Private room","Boston",-71.106278,42.318578,79
"2424","Private room","Boston",-71.097528,42.315476,80
"2425","Private room","Boston",-71.110663,42.317052,80
"2426","Private room","Boston",-71.117643,42.309329,80
"2427","Private room","Boston",-71.105718,42.313431,80
"2428","Private room","Boston",-71.101437,42.310213,80
"2429","Private room","Boston",-71.104494,42.303985,80
"2430","Private room","Boston",-71.118324,42.313197,80
"2431","Private room","Boston",-71.105615,42.318371,85
"2432","Private room","Boston",-71.111807,42.300264,85
"2433","Private room","Boston",-71.115201,42.31568,85
"2434","Private room","Boston",-71.116432,42.308852,85
"2435","Private room","Boston",-71.119025,42.306333,85
"2436","Private room","Boston",-71.116874,42.318039,85
"2437","Private room","Boston",-71.099429,42.312715,85
"2438","Private room","Boston",-71.112232,42.314499,85
"2439","Entire home/apt","Boston",-71.104253,42.313627,85
"2440","Private room","Boston",-71.110658,42.298471,88
"2441","Private room","Boston",-71.112572,42.299824,88
"2442","Private room","Boston",-71.09959,42.311217,89
"2443","Entire home/apt","Boston",-71.110496,42.311971,90
"2444","Entire home/apt","Boston",-71.119684,42.308772,90
"2445","Private room","Boston",-71.099294,42.315478,90
"2446","Private room","Boston",-71.112955,42.314827,90
"2447","Private room","Boston",-71.104542,42.31898,90
"2448","Private room","Boston",-71.122196,42.309238,94
"2449","Private room","Boston",-71.114162,42.308948,95
"2450","Private room","Boston",-71.106406,42.318635,95
"2451","Private room","Boston",-71.111079,42.315099,95
"2452","Private room","Boston",-71.107029,42.326634,95
"2453","Private room","Boston",-71.103154,42.311897,95
"2454","Private room","Boston",-71.105136,42.317786,97
"2455","Private room","Boston",-71.105824,42.30711,100
"2456","Private room","Boston",-71.116258,42.307768,100
"2457","Private room","Boston",-71.099096,42.316329,100
"2458","Private room","Boston",-71.112908,42.305169,100
"2459","Private room","Boston",-71.117066,42.3155,100
"2460","Entire home/apt","Boston",-71.11294,42.310686,103
"2461","Entire home/apt","Boston",-71.104829,42.31962,105
"2462","Entire home/apt","Boston",-71.111291,42.317055,105
"2463","Entire home/apt","Boston",-71.104395,42.316547,110
"2464","Entire home/apt","Boston",-71.104532,42.326093,110
"2465","Private room","Boston",-71.10274,42.313879,110
"2466","Entire home/apt","Boston",-71.116745,42.307816,110
"2467","Entire home/apt","Boston",-71.105505,42.318423,110
"2468","Private room","Boston",-71.105587,42.31452,110
"2469","Entire home/apt","Boston",-71.103423,42.316437,115
"2470","Private room","Boston",-71.114311,42.300734,115
"2471","Entire home/apt","Boston",-71.11491,42.302364,120
"2472","Entire home/apt","Boston",-71.117893,42.306539,120
"2473","Entire home/apt","Boston",-71.107423,42.313881,120
"2474","Private room","Boston",-71.102894,42.307709,120
"2475","Entire home/apt","Boston",-71.107861,42.323343,124
"2476","Entire home/apt","Boston",-71.108784,42.310915,125
"2477","Private room","Boston",-71.104974,42.303347,125
"2478","Private room","Boston",-71.114003,42.303763,125
"2479","Private room","Boston",-71.118365,42.3092,125
"2480","Entire home/apt","Boston",-71.09977,42.308736,125
"2481","Entire home/apt","Boston",-71.114299,42.304424,129
"2482","Entire home/apt","Boston",-71.112024,42.313033,130
"2483","Entire home/apt","Boston",-71.101732,42.307422,130
"2484","Entire home/apt","Boston",-71.106292,42.309574,135
"2485","Entire home/apt","Boston",-71.117189,42.313379,135
"2486","Entire home/apt","Boston",-71.113067,42.288258,135
"2487","Entire home/apt","Boston",-71.110334,42.322747,140
"2488","Entire home/apt","Boston",-71.107412,42.324054,140
"2489","Entire home/apt","Boston",-71.108338,42.317321,140
"2490","Entire home/apt","Boston",-71.114016,42.306943,140
"2491","Entire home/apt","Boston",-71.112702,42.320381,140
"2492","Private room","Boston",-71.118645,42.311438,140
"2493","Entire home/apt","Boston",-71.108514,42.323096,142
"2494","Entire home/apt","Boston",-71.113542,42.316253,145
"2495","Private room","Boston",-71.115997,42.318743,145
"2496","Entire home/apt","Boston",-71.123991,42.308293,150
"2497","Entire home/apt","Boston",-71.11139,42.302524,150
"2498","Entire home/apt","Boston",-71.1053,42.311472,150
"2499","Entire home/apt","Boston",-71.106637,42.313789,150
"2500","Entire home/apt","Boston",-71.112935,42.322246,150
"2501","Entire home/apt","Boston",-71.098968,42.311531,150
"2502","Private room","Boston",-71.109265,42.322109,150
"2503","Private room","Boston",-71.114048,42.315904,150
"2504","Private room","Boston",-71.111708,42.311582,150
"2505","Entire home/apt","Boston",-71.105414,42.313696,160
"2506","Entire home/apt","Boston",-71.109741,42.312779,160
"2507","Entire home/apt","Boston",-71.114827,42.315565,165
"2508","Entire home/apt","Boston",-71.109893,42.300923,165
"2509","Private room","Boston",-71.105195,42.316905,170
"2510","Entire home/apt","Boston",-71.106296,42.325049,175
"2511","Entire home/apt","Boston",-71.116171,42.311314,175
"2512","Private room","Boston",-71.117404,42.309358,175
"2513","Entire home/apt","Boston",-71.113914,42.297405,180
"2514","Entire home/apt","Boston",-71.103331,42.305034,180
"2515","Entire home/apt","Boston",-71.111251,42.322998,180
"2516","Entire home/apt","Boston",-71.114247,42.307254,185
"2517","Entire home/apt","Boston",-71.116009,42.313951,185
"2518","Entire home/apt","Boston",-71.113314,42.302487,185
"2519","Entire home/apt","Boston",-71.112021,42.299187,187
"2520","Entire home/apt","Boston",-71.118842,42.311252,190
"2521","Entire home/apt","Boston",-71.115532,42.304549,195
"2522","Entire home/apt","Boston",-71.11153,42.29816,199
"2523","Entire home/apt","Boston",-71.116946,42.309494,199
"2524","Entire home/apt","Boston",-71.117757,42.308332,199
"2525","Entire home/apt","Boston",-71.103628,42.321776,200
"2526","Entire home/apt","Boston",-71.112539,42.30905,200
"2527","Entire home/apt","Boston",-71.118485,42.303982,200
"2528","Entire home/apt","Boston",-71.103674,42.318139,200
"2529","Entire home/apt","Boston",-71.121125,42.314425,200
"2530","Entire home/apt","Boston",-71.107779,42.314036,210
"2531","Entire home/apt","Boston",-71.118765,42.309333,210
"2532","Entire home/apt","Boston",-71.106096,42.324726,215
"2533","Entire home/apt","Boston",-71.11712,42.309312,220
"2534","Entire home/apt","Boston",-71.106582,42.308949,220
"2535","Entire home/apt","Boston",-71.114154,42.318569,240
"2536","Entire home/apt","Boston",-71.113643,42.304559,250
"2537","Entire home/apt","Boston",-71.100333,42.318677,250
"2538","Entire home/apt","Boston",-71.10298,42.31997,255
"2539","Entire home/apt","Boston",-71.105927,42.323312,275
"2540","Entire home/apt","Boston",-71.129084,42.30189,275
"2541","Entire home/apt","Boston",-71.106271,42.304843,280
"2542","Entire home/apt","Boston",-71.11066,42.308262,290
"2543","Entire home/apt","Boston",-71.119678,42.310082,295
"2544","Entire home/apt","Boston",-71.108869,42.319227,299
"2545","Entire home/apt","Boston",-71.116624,42.307049,300
"2546","Entire home/apt","Boston",-71.109102,42.311619,300
"2547","Entire home/apt","Boston",-71.103422,42.30956,325
"2548","Entire home/apt","Boston",-71.114907,42.31166,325
"2549","Entire home/apt","Boston",-71.120899,42.310815,325
"2550","Entire home/apt","Boston",-71.108202,42.323942,350
"2551","Entire home/apt","Boston",-71.11396,42.291288,373
"2552","Entire home/apt","Boston",-71.111904,42.297155,394
"2553","Entire home/apt","Boston",-71.112158,42.320511,399
"2554","Entire home/apt","Boston",-71.124338,42.312196,400
"2555","Entire home/apt","Boston",-71.103368,42.307037,400
"2556","Entire home/apt","Boston",-71.115415,42.314174,450
"2557","Entire home/apt","Boston",-71.11267,42.318073,475
"2558","Entire home/apt","Boston",-71.114511,42.318501,475
"2559","Entire home/apt","Boston",-71.099515,42.314377,480
"2560","Entire home/apt","Boston",-71.112597,42.305813,565
"2561","Entire home/apt","Boston",-71.112757,42.315911,675
"2562","Entire home/apt","Boston",-71.105713,42.307221,2100
"2563","Private room","Boston (Jamaica Plain)",-71.106134,42.311679,94
"2564","Private room","Jamaica Plain",-71.116218,42.309632,57
"2565","Private room","Jamaica Plain",-71.105406,42.324514,75
"2566","Private room","Jamaica Plain",-71.112279,42.302819,80
"2567","Entire home/apt","Jamaica Plain",-71.10723,42.325089,90
"2568","Private room","Jamaica Plain",-71.109305,42.312997,119
"2569","Private room","Jamaica Plain",-71.109407,42.314215,120
"2570","Entire home/apt","Jamaica Plain",-71.115589,42.303629,122
"2571","Entire home/apt","Jamaica Plain",-71.108195,42.317478,135
"2572","Entire home/apt","Jamaica Plain",-71.109263,42.311853,250
"2573","Entire home/apt","Jamaica Plain",-71.113943,42.319443,275
"2574","Entire home/apt","Jamaica Plain",-71.11115,42.309042,275
"2575","Entire home/apt","Jamaica Plain",-71.112499,42.320858,300
"2576","Entire home/apt","Jamaica Plain",-71.104755,42.323419,350
"2577","Private room","Jamaica Plain, Boston",-71.104034,42.317798,79
"2578","Private room","Jamaica Plain, Boston",-71.117743,42.309592,95
"2579","Private room","Jamaica Plain, Ma",-71.108908,42.312147,120
"2580","Private room","Boston",-71.114721,42.289653,68
"2581","Entire home/apt","Newton",-71.228478,42.358276,400
"2582","Private room","Boston",-71.136749,42.347253,20
"2583","Shared room","Boston",-71.135001,42.345828,50
"2584","Private room","Boston",-71.136372,42.347712,80
"2585","Entire home/apt","Cambridge",-71.081391,42.362395,337
"2586","Entire home/apt","Brookline",-71.112958,42.338503,200
"2587","Entire home/apt","Boston",-71.061348,42.291608,179
"2588","Private room","Boston",-71.059747,42.359855,99
"2589","Entire home/apt","Boston",-71.060356,42.352852,399
"2590","Private room","Cambridge",-71.105159,42.365981,105
"2591","Entire home/apt","Cambridge",-71.108545,42.377066,600
"2592","Private room","Boston",-71.13119,42.28139,95
"2593","Private room","Boston",-71.106402,42.314557,95
"2594","Private room","Boston",-71.08965,42.32773,87
"2595","Private room","Cambridge",-71.11927,42.380656,80
"2596","Entire home/apt","Cambridge",-71.119565,42.381404,140
"2597","Private room","Boston",-71.103693,42.325789,50
"2598","Entire home/apt","Medford",-71.118766,42.425322,549
"2599","Entire home/apt","Boston",-71.067381,42.375536,250
"2600","Private room","Boston",-71.057128,42.351641,100
"2601","Entire home/apt","Boston",-71.059158,42.349772,200
