Key,X,radius,yaxis,Y,room_id,host_id,room_type,type_num,country,city,neighborhood,address,reviews,overall_sa,accommodat,bedrooms,bathrooms,price,price2,deleted,minstay,timestamp,latitude,longitude,survey_i,town_id,town,subregion,COUNT
854,-71.110953,3,351.9660229,42.356286,1097262,6030020,Private room,2,United States,Cambridge,Cambridge,Pearl Street,20,5,2,1,1,80,160,0,3,01:32.4,42.356286,-71.110953,2,49,Cambridge,INNER CORE,1
907,-71.14142,3,352.0791651,42.383396,4210715,21846688,Private room,2,United States,Cambridge,Cambridge,Poplar Road,18,5,2,1,1,80,160,0,1,19:08.0,42.383396,-71.14142,1,49,Cambridge,INNER CORE,1
1891,-71.129434,3,353.8131451,42.374949,2278859,7216103,Private room,2,United States,Cambridge,Cambridge,Mount Auburn Street,5,5,2,1,1,80,160,0,7,18:03.4,42.374949,-71.129434,1,49,Cambridge,INNER CORE,1
2515,-71.119561,3,353.2419968,42.380224,5550916,5760444,Private room,2,United States,Cambridge,Cambridge,Massachusetts Avenue,2,5,2,1,1,80,160,0,,15:32.2,42.380224,-71.119561,1,49,Cambridge,INNER CORE,1
2522,-71.120727,3,350.5150811,42.380541,4620696,3673675,Private room,2,United States,Cambridge,Cambridge,Langdon Street,2,5,2,1,1,80,160,0,1,32:22.8,42.380541,-71.120727,1,49,Cambridge,INNER CORE,1
2815,-71.12684,3,353.1249627,42.379356,4710023,823567,Private room,2,United States,Cambridge,Cambridge,Craigie Circle,1,5,2,1,1,80,160,0,1,41:58.3,42.379356,-71.12684,1,49,Cambridge,INNER CORE,1
3850,-71.125863,3,352.3666262,42.379491,6401166,22997080,Entire home/apt,1,United States,Cambridge,Cambridge,Concord Avenue,0,0,3,1,1,80,160,0,1,23:51.5,42.379491,-71.125863,2,49,Cambridge,INNER CORE,1
3279,-71.145931,3,352.9839672,42.392237,5773861,14197563,Private room,2,United States,Cambridge,Cambridge,Fawcett Street,0,0,2,1,1,80,160,0,1,32:14.8,42.392237,-71.145931,1,49,Cambridge,INNER CORE,1
3296,-71.097285,3,354.3689127,42.366778,6201398,2246159,Private room,2,United States,Cambridge,Cambridge,Harvard Street,0,0,1,1,1,80,160,0,1,32:41.7,42.366778,-71.097285,1,49,Cambridge,INNER CORE,1
3314,-71.126502,3,353.9232218,42.379245,4700466,3324491,Private room,2,United States,Cambridge,Cambridge,Craigie Street,0,0,2,1,2,80,160,0,6,36:49.4,42.379245,-71.126502,1,49,Cambridge,INNER CORE,1
3343,-71.114764,3,351.4686602,42.365638,6312008,17104810,Private room,2,United States,Cambridge,Cambridge,Western Avenue,0,0,1,1,1,80,160,0,,10:05.7,42.365638,-71.114764,1,49,Cambridge,INNER CORE,1
3349,-71.128434,3,354.1125476,42.373805,4760089,7216103,Private room,2,United States,Cambridge,Cambridge,Mount Auburn Street,0,0,2,1,1,80,160,0,7,40:47.2,42.373805,-71.128434,1,49,Cambridge,INNER CORE,1
3355,-71.097922,3,350.0644715,42.373323,7031423,34875728,Private room,2,United States,Cambridge,Cambridge,Tremont Street,0,0,2,1,1,80,160,0,1,58:46.3,42.373323,-71.097922,1,49,Cambridge,INNER CORE,1
3464,-71.092926,3,351.6199035,42.373339,6724722,35214024,Private room,2,United States,Cambridge,Cambridge,Windsor Street,0,0,1,1,1,80,160,0,14,16:42.6,42.373339,-71.092926,2,49,Cambridge,INNER CORE,1
2820,-71.104192,3,351.5559946,42.36819,6111517,3511261,Private room,2,United States,Cambridge,Cambridge,Saint Paul Street,1,5,2,1,1,81,162,0,1,10:02.5,42.36819,-71.104192,1,49,Cambridge,INNER CORE,1
397,-71.093963,3,351.8674444,42.374321,3425699,16792258,Private room,2,United States,Cambridge,Cambridge,Windsor St,40,4.5,3,1,1,82,164,0,1,14:51.6,42.374321,-71.093963,1,274,Somerville,INNER CORE,1
2080,-71.106872,3,350.672328,42.368974,1641058,8712887,Private room,2,United States,Cambridge,Cambridge,Hancock Place,4,3.5,1,1,1,84,168,0,2,42:27.8,42.368974,-71.106872,2,49,Cambridge,INNER CORE,1
881,-71.100914,3,352.9723353,42.363114,5364681,2953755,Private room,2,United States,Cambridge,Cambridge,Brookline Street,19,4.5,2,1,1,84,168,0,1,07:11.5,42.363114,-71.100914,1,49,Cambridge,INNER CORE,1
229,-71.096317,3,350.9978964,42.370235,2897592,12112782,Private room,2,United States,Cambridge,Cambridge,Columbia Street,61,5,2,1,1,84,168,0,1,44:04.4,42.370235,-71.096317,1,49,Cambridge,INNER CORE,1
637,-71.127555,3,352.1974188,42.39706,566528,1839729,Entire home/apt,1,United States,Cambridge,Cambridge,Shea Road,28,4.5,,2,1,85,170,0,1,21:58.2,42.39706,-71.127555,2,49,Cambridge,INNER CORE,1
66,-71.109314,3,351.3958801,42.364499,816212,3546293,Private room,2,United States,Cambridge,Cambridge,River St,123,4.5,1,1,1,85,170,0,1,19:36.2,42.364499,-71.109314,1,49,Cambridge,INNER CORE,1
144,-71.088781,3,354.6803329,42.372561,1153394,1770443,Private room,2,United States,Cambridge,Cambridge,Cambridge Street,80,4.5,2,1,1,85,170,0,2,01:02.2,42.372561,-71.088781,1,49,Cambridge,INNER CORE,1
147,-71.109781,3,353.5941762,42.364124,1107368,3546293,Private room,2,United States,Cambridge,Cambridge,River Street,80,4.5,1,1,1,85,170,0,1,09:47.0,42.364124,-71.109781,2,49,Cambridge,INNER CORE,1
333,-71.10839,3,350.7402925,42.362853,5172195,12937551,Private room,2,United States,Cambridge,Cambridge,Pleasant Place,46,4.5,2,1,2.5,85,170,0,1,57:40.3,42.362853,-71.10839,1,49,Cambridge,INNER CORE,1
368,-71.135873,3,351.2003862,42.395164,771432,3945988,Private room,2,United States,Cambridge,Cambridge,Clifton Street,43,4.5,2,1,1,85,170,0,1,58:46.5,42.395164,-71.135873,1,49,Cambridge,INNER CORE,1
384,-71.114484,3,351.2398272,42.364172,2310962,9623536,Private room,2,United States,Cambridge,Cambridge,Western Avenue,41,4.5,2,1,1,85,170,0,2,48:02.7,42.364172,-71.114484,1,49,Cambridge,INNER CORE,1
432,-71.099681,3,352.5453388,42.363293,4996351,779551,Private room,2,United States,Cambridge,Cambridge,Massachusetts Avenue,37,4.5,2,1,1,85,170,0,1,56:46.2,42.363293,-71.099681,1,49,Cambridge,INNER CORE,1
619,-71.102275,3,353.6326965,42.363928,4615395,23880410,Private room,2,United States,Cambridge,Cambridge,Massachusetts Avenue,28,4.5,2,1,1,85,170,0,,13:47.1,42.363928,-71.102275,1,49,Cambridge,INNER CORE,1
649,-71.102413,3,352.6702745,42.364043,4616535,23880410,Private room,2,United States,Cambridge,Cambridge,Massachusetts Avenue,27,4.5,2,1,1,85,170,0,,43:52.2,42.364043,-71.102413,1,49,Cambridge,INNER CORE,1
885,-71.103692,3,354.064128,42.36595,4615472,23880410,Private room,2,United States,Cambridge,Cambridge,Massachusetts Avenue,19,4.5,2,1,1,85,170,0,,04:18.9,42.36595,-71.103692,2,49,Cambridge,INNER CORE,1
908,-71.131558,3,351.3865191,42.395611,4411200,3233866,Private room,2,United States,Cambridge,Cambridge,Cedar Street,18,4.5,2,1,1,85,170,0,1,42:59.5,42.395611,-71.131558,1,49,Cambridge,INNER CORE,1
1158,-71.103464,3,350.4396475,42.365848,4616472,23880410,Private room,2,United States,Cambridge,Cambridge,Massachusetts Avenue,13,4.5,2,1,1,85,170,0,,52:10.8,42.365848,-71.103464,1,49,Cambridge,INNER CORE,1
1886,-71.111781,3,352.0770874,42.363877,5953619,4695018,Private room,2,United States,Cambridge,Cambridge,Dodge Street,5,4.5,3,1,1,85,170,0,2,59:40.1,42.363877,-71.111781,1,49,Cambridge,INNER CORE,1
2238,-71.152535,3,352.5994871,42.37763,5796994,279001,Private room,2,United States,Cambridge,Cambridge,Vineyard Street,3,4.5,2,1,1,85,170,0,1,33:37.5,42.37763,-71.152535,1,49,Cambridge,INNER CORE,1
2263,-71.11178,3,353.9144386,42.358079,1291636,1141071,Private room,2,United States,Cambridge,Cambridge,Magazine Street,3,4.5,2,1,2,85,170,0,3,21:40.4,42.358079,-71.11178,1,49,Cambridge,INNER CORE,1
86,-71.127589,3,352.1363641,42.38948,1943229,405341,Private room,2,United States,Cambridge,Cambridge,Fairfield Street,108,5,2,1,1,85,170,0,1,59:16.9,42.38948,-71.127589,1,49,Cambridge,INNER CORE,1
506,-71.099207,3,351.0678659,42.371438,4015009,295802,Private room,2,United States,Cambridge,Cambridge,Prospect and Hampshire Street,33,5,1,1,1,85,170,0,1,19:49.0,42.371438,-71.099207,1,49,Cambridge,INNER CORE,1
879,-71.110327,3,353.8068511,42.368782,3020500,15391334,Private room,2,United States,Cambridge,Cambridge,Green Street,19,5,2,1,1,85,170,0,1,20:06.7,42.368782,-71.110327,1,49,Cambridge,INNER CORE,1
1163,-71.095486,3,351.4347754,42.367965,5929688,30787985,Private room,2,United States,Cambridge,Cambridge,Broadway,13,5,1,1,1,85,170,0,1,17:24.4,42.367965,-71.095486,2,49,Cambridge,INNER CORE,1
1211,-71.112755,3,350.484209,42.365772,6090697,16244988,Private room,2,United States,Cambridge,Cambridge,Western Avenue,12,5,1,1,1,85,170,0,1,26:09.8,42.365772,-71.112755,1,49,Cambridge,INNER CORE,1
2300,-71.101857,3,352.1172585,42.36448,6390263,32790313,Private room,2,United States,Cambridge,Cambridge,Massachusetts Avenue,3,5,2,1,1,85,170,0,1,46:53.0,42.36448,-71.101857,2,49,Cambridge,INNER CORE,1
2806,-71.108725,3,354.9319207,42.362657,6956993,14883738,Private room,2,United States,Cambridge,Cambridge,Pleasant Place,1,5,1,1,1,85,170,0,2,02:27.9,42.362657,-71.108725,1,49,Cambridge,INNER CORE,1
2808,-71.112823,3,351.8111152,42.356984,6321156,32892788,Private room,2,United States,Cambridge,Cambridge,Magazine Street,1,5,1,1,2,85,170,0,,05:52.0,42.356984,-71.112823,1,49,Cambridge,INNER CORE,1
2831,-71.110397,3,353.4586373,42.359398,5511405,28586635,Private room,2,United States,Cambridge,Cambridge,Magazine Street,1,5,2,1,1,85,170,0,7,38:48.6,42.359398,-71.110397,1,49,Cambridge,INNER CORE,1
2058,-71.108681,3,353.8546526,42.354654,2083261,10641213,Private room,2,United States,Cambridge,Cambridge,Sidney Street,4,0,2,1,1,85,170,0,2,56:46.9,42.354654,-71.108681,1,49,Cambridge,INNER CORE,1
3271,-71.103157,3,350.4546677,42.362264,7005816,14894153,Private room,2,United States,Cambridge,Cambridge,Franklin Street,0,0,1,1,1,85,170,0,6,13:45.0,42.362264,-71.103157,1,49,Cambridge,INNER CORE,1
3294,-71.1071,3,352.2422004,42.365299,6326086,22401984,Private room,2,United States,Cambridge,Cambridge,Franklin Street,0,0,2,1,1,85,170,0,20,17:38.3,42.365299,-71.1071,1,49,Cambridge,INNER CORE,1
3297,-71.107529,3,351.7507987,42.360119,6277528,2246159,Private room,2,United States,Cambridge,Cambridge,Allston Street,0,0,1,1,1,85,170,0,1,26:04.9,42.360119,-71.107529,1,49,Cambridge,INNER CORE,1
3318,-71.112873,3,350.0531209,42.357362,5969869,9269717,Private room,2,United States,Cambridge,Cambridge,Chestnut Street,0,0,1,1,1,85,170,0,1,41:29.9,42.357362,-71.112873,1,49,Cambridge,INNER CORE,1
3323,-71.112874,3,354.5346122,42.358264,1763542,9269717,Private room,2,United States,Cambridge,Cambridge,Chestnut Street,0,0,1,1,1,85,170,0,1,32:28.3,42.358264,-71.112874,1,49,Cambridge,INNER CORE,1
3356,-71.122313,3,354.2816325,42.392048,6545302,466183,Private room,2,United States,Cambridge,Cambridge,Russell Street,0,0,2,1,1,85,170,0,1,15:25.3,42.392048,-71.122313,1,49,Cambridge,INNER CORE,1
3360,-71.096311,3,352.1711373,42.37362,6286973,32681954,Private room,2,United States,Cambridge,Cambridge,Cambridge Street,0,0,2,1,1,85,170,0,1,41:33.2,42.37362,-71.096311,1,49,Cambridge,INNER CORE,1
1422,-71.130935,3,353.7436376,42.394027,3434822,5871398,Private room,2,United States,Cambridge,Cambridge,Notre Dame Avenue,9,4.5,2,1,1,87,174,0,3,59:39.5,42.394027,-71.130935,1,49,Cambridge,INNER CORE,1
933,-71.107247,3,351.0572843,42.364733,5630274,6331373,Entire home/apt,1,United States,Cambridge,Cambridge,Pleasant Street,18,4,4,2,1,88,176,0,1,26:10.0,42.364733,-71.107247,2,49,Cambridge,INNER CORE,1
800,-71.109321,3,354.4750275,42.364259,5629554,6331373,Entire home/apt,1,United States,Cambridge,Cambridge,Pleasant Street,22,4.5,3,1,1,88,176,0,1,20:44.7,42.364259,-71.109321,2,49,Cambridge,INNER CORE,1
265,-71.102088,3,350.2925043,42.371914,4225397,21895566,Private room,2,United States,Cambridge,Cambridge,Amory Street,54,4.5,2,1,4.5,88,176,0,1,53:49.2,42.371914,-71.102088,1,49,Cambridge,INNER CORE,1
213,-71.108756,3,353.8358586,42.367556,1143563,3847452,Private room,2,United States,Cambridge,Cambridge,Hancock Street,63,5,1,1,1,88,176,0,1,25:50.4,42.367556,-71.108756,1,49,Cambridge,INNER CORE,1
2043,-71.085059,3,350.9027361,42.373393,6045463,23654617,Private room,2,United States,Cambridge,Cambridge,Gore Street,4,5,2,1,1,88,176,0,1,18:45.1,42.373393,-71.085059,1,49,Cambridge,INNER CORE,1
2216,-71.102633,3,352.7562665,42.372539,4187827,21726453,Shared room,3,United States,Cambridge,Cambridge,Inman Street,4,5,1,1,1,88,176,0,1,16:54.8,42.372539,-71.102633,2,49,Cambridge,INNER CORE,1
393,-71.127397,3,351.098598,42.394412,2936142,3594203,Entire home/apt,1,United States,Cambridge,Cambridge,Rindgefield Street,41,4,4,1,1,89,178,0,1,55:16.3,42.394412,-71.127397,2,49,Cambridge,INNER CORE,1
547,-71.114342,3,350.066974,42.383798,4700898,8142919,Private room,2,United States,Cambridge,Cambridge,Eustis Street,31,4,2,1,1,89,178,0,3,15:58.2,42.383798,-71.114342,1,49,Cambridge,INNER CORE,1
1876,-71.153404,3,353.9661988,42.374843,1841260,7757356,Private room,2,United States,Cambridge,Cambridge,Belmont Street,5,4,2,1,1,89,178,0,3,17:33.6,42.374843,-71.153404,1,314,Watertown,INNER CORE,1
2521,-71.157884,3,353.531167,42.39144,1347081,2356643,Private room,2,United States,Cambridge,Cambridge,Griswold Street,2,4,2,1,0.5,89,178,0,3,31:28.3,42.39144,-71.157884,1,26,Belmont,INNER CORE,1
1513,-71.114911,3,352.9529672,42.365773,5592996,16131390,Private room,2,United States,Cambridge,Cambridge,Western Avenue,8,4.5,2,1,1,89,178,0,3,41:13.9,42.365773,-71.114911,1,49,Cambridge,INNER CORE,1
1890,-71.104547,3,350.7673076,42.369541,2037655,447279,Private room,2,United States,Cambridge,Cambridge,Harvard Street,5,4.5,2,1,1,89,178,0,1,01:21.8,42.369541,-71.104547,1,49,Cambridge,INNER CORE,1
1514,-71.127671,3,352.0521184,42.396957,4718871,639972,Private room,2,United States,Cambridge,Cambridge,Meacham Road,8,5,2,1,1,89,178,0,1,16:35.3,42.396957,-71.127671,1,49,Cambridge,INNER CORE,1
2811,-71.097919,3,354.7790402,42.365107,6938903,649876,Private room,2,United States,Cambridge,Cambridge,Columbia Street,1,5,2,1,1,89,178,0,1,47:25.9,42.365107,-71.097919,1,49,Cambridge,INNER CORE,1
3295,-71.08268,3,351.2124723,42.366785,6670643,34913342,Private room,2,United States,Cambridge,Cambridge,Charles Street,0,0,1,1,1,89,178,0,3,35:57.5,42.366785,-71.08268,1,49,Cambridge,INNER CORE,1
3339,-71.136469,3,350.1483212,42.382794,5279483,17028791,Private room,2,United States,Cambridge,Cambridge,Fayerweather Street,0,0,1,1,1,89,178,0,4,27:21.3,42.382794,-71.136469,1,49,Cambridge,INNER CORE,1
2850,-71.099237,3,353.8622108,42.370173,4104470,5001607,Private room,2,United States,Cambridge,Cambridge,Prospect Street,1,3,2,1,1,90,180,0,,48:51.6,42.370173,-71.099237,1,49,Cambridge,INNER CORE,1
3013,-71.107364,3,353.9495006,42.373172,5760562,5869433,Entire home/apt,1,United States,Cambridge,Cambridge,Ellsworth Avenue,1,4,2,1,1,90,180,0,1,20:37.9,42.373172,-71.107364,2,49,Cambridge,INNER CORE,1
2822,-71.134958,3,352.155392,42.37599,6167654,10673997,Private room,2,United States,Cambridge,Cambridge,Longfellow Road,1,4,2,1,1,90,180,0,1,10:50.1,42.37599,-71.134958,1,49,Cambridge,INNER CORE,1
2828,-71.125792,3,350.6696709,42.386787,4685187,5399275,Private room,2,United States,Cambridge,Cambridge,Mount Pleasant Street,1,4,1,1,1,90,180,0,1,03:26.5,42.386787,-71.125792,1,49,Cambridge,INNER CORE,1
187,-71.135857,3,352.1346919,42.395351,170371,66472,Private room,2,United States,Cambridge,Cambridge,Dudley St,69,4.5,4,1,1,90,180,0,1,59:15.3,42.395351,-71.135857,1,49,Cambridge,INNER CORE,1
215,-71.100221,3,354.66285,42.370324,4242801,21895566,Private room,2,United States,Cambridge,Cambridge,Amory Street,63,4.5,2,1,4.5,90,180,0,1,49:02.9,42.370324,-71.100221,1,49,Cambridge,INNER CORE,1
407,-71.089085,3,353.4450791,42.373214,4262586,11025127,Private room,2,United States,Cambridge,Cambridge,Cambridge Street,39,4.5,2,1,1,90,180,0,2,17:43.1,42.373214,-71.089085,1,49,Cambridge,INNER CORE,1
527,-71.102898,3,352.5958919,42.364312,2692752,6501896,Private room,2,United States,Cambridge,Cambridge,Franklin Street,32,4.5,2,1,1.5,90,180,0,2,26:07.1,42.364312,-71.102898,1,49,Cambridge,INNER CORE,1
590,-71.102877,3,350.3427582,42.363926,4615347,23880410,Private room,2,United States,Cambridge,Cambridge,Massachusetts Avenue,29,4.5,2,1,1,90,180,0,,17:16.5,42.363926,-71.102877,1,49,Cambridge,INNER CORE,1
679,-71.101671,3,354.4578333,42.364584,4615809,23880410,Private room,2,United States,Cambridge,Cambridge,Massachusetts Avenue,26,4.5,2,1,1,90,180,0,,54:28.2,42.364584,-71.101671,1,49,Cambridge,INNER CORE,1
702,-71.100237,3,353.2717813,42.372071,4328666,21895566,Private room,2,United States,Cambridge,Cambridge,Amory Street,25,4.5,2,1,4.5,90,180,0,1,55:21.9,42.372071,-71.100237,1,49,Cambridge,INNER CORE,1
779,-71.101757,3,352.7253831,42.365839,4616533,23880410,Private room,2,United States,Cambridge,Cambridge,Massachusetts Avenue,22,4.5,2,1,1,90,180,0,,26:24.1,42.365839,-71.101757,1,49,Cambridge,INNER CORE,1
809,-71.101902,3,350.7179185,42.364482,4616410,23880410,Private room,2,United States,Cambridge,Cambridge,Massachusetts Avenue,21,4.5,2,1,1,90,180,0,,32:47.6,42.364482,-71.101902,1,49,Cambridge,INNER CORE,1
217,-71.131772,3,354.4488625,42.3974,278061,1448248,Private room,2,United States,Cambridge,Cambridge,Harvey Street,63,5,1,1,1,90,180,0,2,14:56.0,42.3974,-71.131772,2,49,Cambridge,INNER CORE,1
573,-71.103148,3,351.0841768,42.363857,4615001,23880410,Private room,2,United States,Cambridge,Cambridge,Massachusetts Avenue,30,5,2,1,1,90,180,0,,02:02.6,42.363857,-71.103148,1,49,Cambridge,INNER CORE,1
1741,-71.10913,3,350.1988641,42.373292,5603940,21819215,Private room,2,United States,Cambridge,Cambridge,Cambridge Street,6,5,2,1,0.5,90,180,0,2,44:56.8,42.373292,-71.10913,1,49,Cambridge,INNER CORE,1
2050,-71.107223,3,350.3455259,42.37656,3157650,16022494,Private room,2,United States,Cambridge,Cambridge,Myrtle Avenue,4,5,1,1,1,90,180,0,4,30:00.2,42.37656,-71.107223,1,49,Cambridge,INNER CORE,1
2245,-71.109136,3,353.0944784,42.355178,2098613,10664362,Private room,2,United States,Cambridge,Cambridge,Sidney Street,3,5,2,1,1,90,180,0,2,36:36.7,42.355178,-71.109136,1,49,Cambridge,INNER CORE,1
2565,-71.111769,3,352.7151413,42.360664,4967305,4092988,Private room,2,United States,Cambridge,Cambridge,Kenwood Street,2,5,1,1,1,90,180,0,1,59:29.2,42.360664,-71.111769,2,49,Cambridge,INNER CORE,1
3685,-71.124969,3,353.9021206,42.379698,6693126,12998713,Entire home/apt,1,United States,Cambridge,Cambridge,Concord Avenue,0,0,3,0,1,90,180,0,14,55:04.2,42.379698,-71.124969,2,49,Cambridge,INNER CORE,1
3691,-71.120265,3,354.086236,42.382048,6055616,12009790,Entire home/apt,1,United States,Cambridge,Cambridge,Massachusetts Avenue,0,0,2,1,1,90,180,0,21,20:13.4,42.382048,-71.120265,2,49,Cambridge,INNER CORE,1
3274,-71.10347,3,350.1836865,42.365693,6738896,11168553,Private room,2,United States,Cambridge,Cambridge,Massachusetts Avenue,0,0,2,1,1,90,180,0,1,51:24.0,42.365693,-71.10347,1,49,Cambridge,INNER CORE,1
3307,-71.103916,3,353.066984,42.36327,5112227,10362428,Private room,2,United States,Cambridge,Cambridge,Brookline Street,0,0,2,1,1,90,180,0,1,28:55.3,42.36327,-71.103916,1,49,Cambridge,INNER CORE,1
3325,-71.113606,3,350.2347195,42.383152,6671140,29958610,Private room,2,United States,Cambridge,Cambridge,Crescent Street,0,0,2,1,1,90,180,0,1,38:49.5,42.383152,-71.113606,1,49,Cambridge,INNER CORE,1
257,-71.134127,3,353.7836781,42.396693,1586402,3426561,Private room,2,United States,Cambridge,Cambridge,Montgomery Street,56,4.5,2,1,1,91,182,0,1,08:18.8,42.396693,-71.134127,1,49,Cambridge,INNER CORE,1
1051,-71.102212,3,352.7938421,42.371673,4424613,21895566,Private room,2,United States,Cambridge,Cambridge,Amory Street,15,5,2,1,4.5,94,188,0,1,47:50.0,42.371673,-71.102212,1,49,Cambridge,INNER CORE,1
118,-71.10419,3,353.367229,42.367119,13828,53093,Private room,2,United States,Cambridge,Cambridge,Inman St,92,3.5,1,1,0,95,190,0,2,58:14.6,42.367119,-71.10419,1,49,Cambridge,INNER CORE,1
234,-71.105014,3,350.9615266,42.369313,53823,53093,Private room,2,United States,Cambridge,Cambridge,Inman St,60,3.5,1,1,0,95,190,0,2,21:48.4,42.369313,-71.105014,1,49,Cambridge,INNER CORE,1
1751,-71.099383,3,353.2009878,42.370855,4440596,23048958,Private room,2,United States,Cambridge,Cambridge,Prospect St,6,4,2,1,1,95,190,0,,36:53.0,42.370855,-71.099383,1,49,Cambridge,INNER CORE,1
2246,-71.103207,3,354.5333103,42.364275,5910784,23880410,Private room,2,United States,Cambridge,Cambridge,Massachusetts Avenue,3,4,2,1,1,95,190,0,,17:04.6,42.364275,-71.103207,1,49,Cambridge,INNER CORE,1
289,-71.098611,3,352.3509257,42.372026,1307097,3924118,Private room,2,United States,Cambridge,Cambridge,Carlisle Street,51,4.5,2,1,1,95,190,0,2,45:52.4,42.372026,-71.098611,1,49,Cambridge,INNER CORE,1
307,-71.113698,3,352.9542182,42.364172,2299011,9623536,Private room,2,United States,Cambridge,Cambridge,Western Avenue,48,4.5,2,1,1,95,190,0,2,16:00.3,42.364172,-71.113698,1,49,Cambridge,INNER CORE,1
448,-71.103579,3,351.1214336,42.364367,4615208,23880410,Private room,2,United States,Cambridge,Cambridge,Massachusetts Avenue,36,4.5,2,1,1,95,190,0,,28:32.7,42.364367,-71.103579,1,49,Cambridge,INNER CORE,1
481,-71.102137,3,351.405008,42.37217,4424657,21895566,Private room,2,United States,Cambridge,Cambridge,Amory Street,34,4.5,2,1,4.5,95,190,0,1,45:21.9,42.37217,-71.102137,1,49,Cambridge,INNER CORE,1
1296,-71.097446,3,352.1886116,42.364541,3200024,9472822,Private room,2,United States,Cambridge,Cambridge,Cherry Street,11,4.5,1,1,1,95,190,0,1,57:53.4,42.364541,-71.097446,2,49,Cambridge,INNER CORE,1
1880,-71.098801,3,352.6903466,42.369979,4563819,23048958,Private room,2,United States,Cambridge,Cambridge,Prospect Street,5,4.5,2,1,1,95,190,0,,15:28.4,42.369979,-71.098801,1,49,Cambridge,INNER CORE,1
2049,-71.108465,3,352.5345494,42.370019,4216005,2275939,Private room,2,United States,Cambridge,Cambridge,A Harvard Street,4,4.5,2,1,1,95,190,0,1,41:35.5,42.370019,-71.108465,1,49,Cambridge,INNER CORE,1
2256,-71.108741,3,350.5791166,42.364312,4198873,12898391,Private room,2,United States,Cambridge,Cambridge,Kinnaird Street,3,4.5,2,1,1,95,190,0,1,40:00.3,42.364312,-71.108741,1,49,Cambridge,INNER CORE,1
2495,-71.111503,3,351.5820007,42.369577,6956935,16324926,Private room,2,United States,Cambridge,Cambridge,Massachusetts Avenue,2,4.5,2,1,1,95,190,0,,12:09.5,42.369577,-71.111503,1,49,Cambridge,INNER CORE,1
261,-71.096601,3,350.548208,42.373804,1524961,2350797,Shared room,3,United States,Cambridge,Cambridge,Hampshire Street,56,4.5,2,1,1,95,190,0,1,55:04.9,42.373804,-71.096601,2,49,Cambridge,INNER CORE,1
1981,-71.111069,3,353.6220586,42.376508,6127279,31788137,Entire home/apt,1,United States,Cambridge,Cambridge,Trowbridge Street,5,5,2,1,1,95,190,0,1,26:18.1,42.376508,-71.111069,2,49,Cambridge,INNER CORE,1
1418,-71.08897,3,352.9808711,42.372342,4411626,15530845,Private room,2,United States,Cambridge,Cambridge,Marcella Street,9,5,1,1,1,95,190,0,2,02:53.6,42.372342,-71.08897,1,49,Cambridge,INNER CORE,1
1748,-71.102326,3,350.9901787,42.364173,5956682,23880410,Private room,2,United States,Cambridge,Cambridge,Massachusetts Avenue,6,5,2,1,1,95,190,0,,33:46.8,42.364173,-71.102326,1,49,Cambridge,INNER CORE,1
1881,-71.101534,3,352.7174753,42.369399,4480298,23048958,Private room,2,United States,Cambridge,Cambridge,Prospect Street,5,5,2,1,1,95,190,0,,31:37.2,42.369399,-71.101534,1,49,Cambridge,INNER CORE,1
1889,-71.135106,3,354.3734906,42.374694,4217237,21886644,Private room,2,United States,Cambridge,Cambridge,Channing Street,5,5,2,1,1,95,190,0,1,51:20.9,42.374694,-71.135106,1,49,Cambridge,INNER CORE,1
2046,-71.085169,3,353.0789361,42.367898,5802680,30104760,Private room,2,United States,Cambridge,Cambridge,6th Street,4,5,1,1,1,95,190,0,1,44:31.6,42.367898,-71.085169,1,49,Cambridge,INNER CORE,1
3284,-71.11319,3,354.0606633,42.367017,6956835,36462476,Private room,2,United States,Cambridge,Cambridge,Kinnaird Street,0,0,2,1,0,95,190,0,1,35:38.5,42.367017,-71.11319,1,49,Cambridge,INNER CORE,1
3315,-71.097112,3,354.4908408,42.369214,6585643,12576232,Private room,2,United States,Cambridge,Cambridge,Norfolk Street,0,0,1,1,2,95,190,0,1,54:58.9,42.369214,-71.097112,1,49,Cambridge,INNER CORE,1
3320,-71.113989,3,351.2836915,42.369092,6958692,36462476,Private room,2,United States,Cambridge,Cambridge,Kinnaird Street,0,0,2,1,0,95,190,0,1,07:19.9,42.369092,-71.113989,1,49,Cambridge,INNER CORE,1
3344,-71.110924,3,351.2823862,42.369621,6535411,212445,Private room,2,United States,Cambridge,Cambridge,Dana Street,0,0,2,1,1,95,190,0,1,21:51.3,42.369621,-71.110924,1,49,Cambridge,INNER CORE,1
3348,-71.131272,3,354.3873304,42.395607,4936491,6105548,Private room,2,United States,Cambridge,Cambridge,Reed Street,0,0,1,1,2,95,190,0,1,46:14.7,42.395607,-71.131272,1,49,Cambridge,INNER CORE,1
3358,-71.113364,3,351.5458982,42.368953,6958589,36462476,Private room,2,United States,Cambridge,Cambridge,Kinnaird Street,0,0,2,1,0,95,190,0,1,02:36.6,42.368953,-71.113364,1,49,Cambridge,INNER CORE,1
1285,-71.135704,3,354.0897881,42.394633,1347310,66472,Private room,2,United States,Cambridge,Cambridge,Dudley Street,11,4.5,5,1,1,96,192,0,1,03:01.1,42.394633,-71.135704,1,49,Cambridge,INNER CORE,1
